Code,Latitude,Locality,Family,Temp Num,Well,Sex,Sex num f0,Wing.length..mm.,CS 13 from MOG unscaled,CS scaled 13
TLC 347,-10.7,TLC,83,24,1,F,0,2.744,910.07,2.973069072
TLC 348,-10.7,TLC,83,24,1,M,1,2.891,937.96,3.064181729
TLC 349,-10.7,TLC,83,24,2,F,0,2.678,891.02,2.910835435
TLC 352,-10.7,TLC,83,24,2,F,0,2.72,908.75,2.96875682
TLC 356,-10.7,TLC,83,24,3,M,1,2.683,874.21,2.855919559
TLC 359,-10.7,TLC,83,28,1,M,1,2.532,839.6,2.742853618
TLC 360,-10.7,TLC,83,28,1,M,1,2.375,773.56,2.527110344
TLC 379,-10.7,TLC,77,20,2,F,0,2.731,897.19,2.930991946
TLC 381,-10.7,TLC,77,20,2,M,1,2.705,871.73,2.847817752
TLC 382,-10.7,TLC,77,20,2,M,1,2.696,957.99,3.129616886
TLC 383,-10.7,TLC,77,20,2,M,1,3.032,964.82,3.151929524
TLC 384,-10.7,TLC,77,20,3,F,0,2.678,882.25,2.882185094
TLC 391,-10.7,TLC,77,24,1,F,0,2.609,872.26,2.849549187
TLC 393,-10.7,TLC,77,24,1,M,1,2.84,916.76,2.994924349
TLC 394,-10.7,TLC,77,24,2,F,0,2.578,850.58,2.778723715
TLC 396,-10.7,TLC,77,24,2,F,0,2.645,873.7,2.854253462
TLC 399,-10.7,TLC,77,24,3,M,1,2.891,943.97,3.083815543
TLC 404,-10.7,TLC,77,28,1,F,0,2.427,804.94,2.629624335
TLC 405,-10.7,TLC,77,28,1,F,0,2.388,792.13,2.587775889
TLC 406,-10.7,TLC,77,28,1,M,1,2.553,832.16,2.718548198
TLC 407,-10.7,TLC,77,28,1,M,1,2.734,890.77,2.91001872
TLC 409,-10.7,TLC,77,28,2,F,0,2.409,797,2.603685486
TLC 410,-10.7,TLC,77,28,2,M,1,2.55,830.05,2.711655129
TLC 413,-10.7,TLC,77,28,2,M,1,2.881,928.51,3.033309925
TLC 415,-10.7,TLC,77,28,3,M,1,2.641,861.65,2.814887828
TLC 426,-10.7,TLC,80,20,2,M,1,2.738,871.95,2.848536461
TLC 427,-10.7,TLC,80,20,2,F,0,2.926,972.45,3.176855647
TLC 428,-10.7,TLC,80,20,2,F,0,2.86,946.27,3.091329316
TLC 431,-10.7,TLC,80,20,3,F,0,2.695,886.36,2.895611879
TLC 440,-10.7,TLC,80,24,2,M,1,2.609,848.29,2.771242611
TLC 441,-10.7,TLC,80,24,2,M,1,2.715,876.12,2.862159257
TLC 443,-10.7,TLC,80,24,2,F,0,2.668,882.75,2.883818523
TLC 444,-10.7,TLC,80,24,3,F,0,2.532,844.73,2.759612598
TLC 450,-10.7,TLC,80,28,1,M,1,2.586,837.31,2.735372515
TLC 451,-10.7,TLC,80,28,1,M,1,2.549,815.04,2.662619596
TLC 454,-10.7,TLC,80,28,2,M,1,2.519,810.65,2.648278092
TLC 456,-10.7,TLC,80,28,2,M,1,2.68,859.71,2.808550124
TLC 457,-10.7,TLC,80,28,2,F,0,2.691,889.64,2.906327171
TLC 459,-10.7,TLC,80,28,3,F,0,2.545,841.71,2.749746688
TLC 460,-10.7,TLC,80,28,3,M,1,2.641,854.51,2.791562465
TLC 461,-10.7,TLC,80,28,3,M,1,2.711,883.59,2.886562683
TLC 462,-10.7,TLC,80,28,3,F,0,2.607,857.29,2.800644329
TPN 021,-10.796,TPN,11,20,1,F,0,2.694,879.85,2.874344636
TPN 022,-10.796,TPN,11,20,1,F,0,2.558,835,2.727826074
TPN 023,-10.796,TPN,11,20,1,M,1,2.693,878.51,2.869967047
TPN 026,-10.796,TPN,11,20,2,F,0,2.899,957.24,3.127166743
TPN 027,-10.796,TPN,11,20,2,F,0,2.92,959.44,3.13435383
TPN 028,-10.796,TPN,11,20,2,F,0,2.815,930.16,3.03870024
TPN 032,-10.796,TPN,11,20,3,F,0,2.689,885.31,2.892181678
TPN 033,-10.796,TPN,11,20,3,M,1,2.746,882.84,2.88411254
TPN 034,-10.796,TPN,11,20,3,F,0,2.879,945.53,3.088911841
TPN 036,-10.796,TPN,11,24,1,M,1,2.759,897.84,2.933115403
TPN 038,-10.796,TPN,11,24,1,M,1,2.623,860.69,2.811751645
TPN 040,-10.796,TPN,11,24,1,F,0,2.681,878.14,2.868758309
TPN 041,-10.796,TPN,11,24,2,M,1,2.765,893.13,2.917728504
TPN 042,-10.796,TPN,11,24,2,M,1,2.702,871.36,2.846609015
TPN 043,-10.796,TPN,11,24,2,F,0,2.826,925.35,3.022986655
TPN 044,-10.796,TPN,11,24,2,M,1,2.921,951.08,3.107042901
TPN 046,-10.796,TPN,11,24,3,F,0,2.585,852.03,2.783460658
TPN 049,-10.796,TPN,11,24,3,M,1,3.007,974.21,3.182605316
TPN 051,-10.796,TPN,11,28,1,M,1,2.608,867.86,2.835175013
TPN 053,-10.796,TPN,11,28,1,M,1,2.951,954.69,3.118836256
TPN 059,-10.796,TPN,11,28,2,M,1,2.737,881.79,2.880682339
TPN 060,-10.796,TPN,11,28,2,M,1,2.907,942.47,3.078915257
TPN 066,-10.796,TPN,12,20,1,M,1,2.972,970.14,3.169309206
TPN 067,-10.796,TPN,12,20,1,F,0,2.888,957.96,3.129518881
TPN 068,-10.796,TPN,12,20,1,M,1,2.921,941.62,3.076138428
TPN 069,-10.796,TPN,12,20,1,F,0,3.034,998.99,3.263558047
TPN 076,-10.796,TPN,12,20,3,M,1,2.89,940.58,3.072740896
TPN 077,-10.796,TPN,12,20,3,M,1,2.734,896.23,2.927855763
TPN 079,-10.796,TPN,12,20,3,M,1,2.952,961.19,3.140070831
TPN 082,-10.796,TPN,12,24,1,F,0,2.846,953.26,3.11416465
TPN 086,-10.796,TPN,12,24,2,M,1,2.59,843.84,2.756705094
TPN 087,-10.796,TPN,12,24,2,M,1,2.802,902.74,2.949123006
TPN 088,-10.796,TPN,12,24,2,F,0,2.75,903.29,2.950919777
TPN 089,-10.796,TPN,12,24,2,F,0,2.743,902.64,2.94879632
TPN 090,-10.796,TPN,12,24,2,M,1,2.929,947.1,3.094040807
TPN 091,-10.796,TPN,12,24,3,F,0,2.769,920.44,3.006946385
TPN 092,-10.796,TPN,12,24,3,F,0,2.769,919.37,3.003450847
TPN 093,-10.796,TPN,12,24,3,M,1,2.842,931.4,3.042751144
TPN 096,-10.796,TPN,12,28,1,F,0,2.676,895.96,2.926973711
TPN 097,-10.796,TPN,12,28,1,F,0,2.594,860.82,2.812176336
TPN 099,-10.796,TPN,12,28,1,F,0,2.634,870.83,2.84487758
TPN 100,-10.796,TPN,12,28,1,M,1,2.672,880.77,2.877350145
TPN 101,-10.796,TPN,12,28,2,M,1,2.558,828.69,2.707212202
TPN 102,-10.796,TPN,12,28,2,F,0,2.654,865.11,2.826191155
TPN 103,-10.796,TPN,12,28,2,M,1,2.772,903.18,2.950560423
TPN 106,-10.796,TPN,12,28,3,M,1,2.597,850.09,2.777122954
TPN 107,-10.796,TPN,12,28,3,F,0,2.588,866.22,2.829817367
TPN 108,-10.796,TPN,12,28,3,F,0,2.785,916.29,2.993388926
TPN 111,-10.796,TPN,9,20,1,F,0,2.683,898.08,2.933899449
TPN 116,-10.796,TPN,9,20,2,M,1,3.091,996.96,3.256926326
TPN 121,-10.796,TPN,9,20,3,F,0,2.737,904.24,2.954023292
TPN 122,-10.796,TPN,9,20,3,M,1,2.889,942.06,3.077575845
TPN 126,-10.796,TPN,9,24,1,F,0,2.61,866.76,2.83158147
TPN 131,-10.796,TPN,9,24,2,F,0,2.734,906.78,2.96232111
TPN 136,-10.796,TPN,9,24,3,M,1,2.833,926.8,3.027723599
TPN 137,-10.796,TPN,9,24,3,M,1,2.772,905.03,2.956604109
TPN 138,-10.796,TPN,9,24,3,M,1,2.968,971.32,3.173164098
TPN 146,-10.796,TPN,9,28,2,M,1,2.753,893.53,2.919035247
TPN 147,-10.796,TPN,9,28,2,F,0,2.542,840.58,2.746055139
TPN 148,-10.796,TPN,9,28,2,F,0,2.519,841.74,2.749844694
TPN 156,-10.796,TPN,14,20,1,F,0,2.908,966.32,3.15682981
TPN 157,-10.796,TPN,14,20,1,M,1,2.807,913.88,2.985515799
TPN 158,-10.796,TPN,14,20,1,M,1,2.828,908.39,2.967580751
TPN 161,-10.796,TPN,14,20,2,M,1,3.195,1042.22,3.4047843
TPN 166,-10.796,TPN,14,20,3,M,1,3.016,985.03,3.217952715
TPN 167,-10.796,TPN,14,20,3,F,0,2.776,925.54,3.023607358
TPN 168,-10.796,TPN,14,20,3,F,0,2.691,902.1,2.947032217
TPN 171,-10.796,TPN,14,24,1,F,0,2.682,874.94,2.858304365
TPN 172,-10.796,TPN,14,24,1,M,1,2.884,934.47,3.052780396
TPN 173,-10.796,TPN,14,24,1,M,1,2.986,974.34,3.183030008
TPN 174,-10.796,TPN,14,24,1,M,1,2.965,963.78,3.148531992
TPN 176,-10.796,TPN,14,24,2,M,1,2.61,856.68,2.798651546
TPN 178,-10.796,TPN,14,24,2,F,0,2.719,904.95,2.956342761
TPN 182,-10.796,TPN,14,28,1,M,1,2.673,864.16,2.82308764
TPN 183,-10.796,TPN,14,28,1,F,0,2.741,917.38,2.9969498
TPN 187,-10.796,TPN,14,28,2,M,1,2.785,868.2,2.836285745
TPN 188,-10.796,TPN,14,28,2,F,0,2.607,831.13,2.715183335
TPN 191,-10.796,TPN,14,28,3,M,1,2.546,920.4,3.00681571
TPN 197,-10.796,TPN,7,20,1,F,0,2.758,938.56,3.066141844
TPN 198,-10.796,TPN,7,20,1,F,0,2.801,965.34,3.15362829
TPN 199,-10.796,TPN,7,20,1,F,0,2.874,902.53,2.948436965
TPN 201,-10.796,TPN,7,20,2,M,1,2.79,912.61,2.98136689
TPN 202,-10.796,TPN,7,20,2,F,0,2.734,913.68,2.984862427
TPN 203,-10.796,TPN,7,20,2,F,0,2.733,896.26,2.927953768
TPN 205,-10.796,TPN,7,20,2,F,0,2.69,887.36,2.898878736
TPN 206,-10.796,TPN,7,20,3,M,1,2.75,896.84,2.929848546
TPN 207,-10.796,TPN,7,20,3,M,1,2.737,889.95,2.907339897
TPN 208,-10.796,TPN,7,20,3,M,1,2.729,891.57,2.912632206
TPN 209,-10.796,TPN,7,20,3,M,1,2.681,966.49,3.157385176
TPN 210,-10.796,TPN,7,20,3,M,1,2.978,837.93,2.737397966
TPN 211,-10.796,TPN,7,24,1,M,1,2.545,852.82,2.786041476
TPN 212,-10.796,TPN,7,24,1,F,0,2.559,821.54,2.683854171
TPN 213,-10.796,TPN,7,24,1,F,0,2.467,865.52,2.827530567
TPN 214,-10.796,TPN,7,24,1,F,0,2.569,901.26,2.944288056
TPN 215,-10.796,TPN,7,24,1,F,0,2.699,809.28,2.643802497
TPN 216,-10.796,TPN,7,24,2,F,0,2.441,811.06,2.649617503
TPN 217,-10.796,TPN,7,24,2,M,1,2.462,807.05,2.636517404
TPN 222,-10.796,TPN,7,24,3,M,1,2.447,833.29,2.722239747
TPN 224,-10.796,TPN,7,24,3,F,0,2.493,838.56,2.739456087
TPN 225,-10.796,TPN,7,24,3,F,0,2.505,774.52,2.530246528
TPN 226,-10.796,TPN,7,28,1,M,1,2.354,752.31,2.457689621
TPN 227,-10.796,TPN,7,28,1,F,0,2.254,802.31,2.621032499
TPN 229,-10.796,TPN,7,28,1,F,0,2.392,799.83,2.612930693
TPN 230,-10.796,TPN,7,28,1,F,0,2.407,759.51,2.481210995
TPN 231,-10.796,TPN,7,28,2,F,0,2.292,766.51,2.504078998
TPN 232,-10.796,TPN,7,28,2,M,1,2.329,826.99,2.701658544
TPN 234,-10.796,TPN,7,28,2,M,1,2.555,816.53,2.667487214
TPN 235,-10.796,TPN,7,28,2,M,1,2.497,778.15,2.542105221
TPN 236,-10.796,TPN,7,28,3,F,0,2.354,796.19,2.601039331
TPN 237,-10.796,TPN,7,28,3,M,1,2.449,801.76,2.619235728
TPN 238,-10.796,TPN,7,28,3,M,1,2.449,845.28,2.761409369
TPN 239,-10.796,TPN,7,28,3,M,1,2.59,816.28,2.6666705
TPN 240,-10.796,TPN,7,28,3,F,0,2.444,905.59,2.95843355
