Id	Biome	State	Locality	Family	Temp_let	Sex	Centroid Size	Log Centroid Size
RMO 312	Amazon	Rondonia	RMO	18	C	M	2.2672515997352916	0.8185683489292769
RMO 316	Amazon	Rondonia	RMO	24	A	M	2.4619797633425797	0.9009658081275789
RMO 322	Amazon	Rondonia	RMO	24	A	F	2.8245083576530954	1.0383343167637888
RMO 324	Amazon	Rondonia	RMO	24	A	F	2.8913967669824294	1.061739695742043
RMO 327	Amazon	Rondonia	RMO	24	A	M	2.5295853762655396	0.928055406410163
RMO 328	Amazon	Rondonia	RMO	24	A	F	2.775214000734849	1.020727861606933
RMO 331	Amazon	Rondonia	RMO	24	B	M	2.486863706715121	0.9110223610337296
RMO 333	Amazon	Rondonia	RMO	24	B	M	2.478509367801263	0.9076573180966314
RMO 335	Amazon	Rondonia	RMO	24	B	M	2.7612517194694344	1.0156840984661415
RMO 336	Amazon	Rondonia	RMO	24	B	F	2.462947313573426	0.9013587277498122
RMO 338	Amazon	Rondonia	RMO	24	B	M	2.4647700510572803	0.9020985175681437
RMO 341	Amazon	Rondonia	RMO	24	B	M	2.5282324795796423	0.9275204339154142
RMO 344	Amazon	Rondonia	RMO	24	B	F	2.532691815186244	0.9292826957082955
RMO 345	Amazon	Rondonia	RMO	24	B	M	2.627748825900599	0.9661275199133491
RMO 348	Amazon	Rondonia	RMO	24	C	F	2.355213770633724	0.8566314964416296
RMO 364	Amazon	Rondonia	RMO	27	A	M	2.563147277802711	0.9412359087831658
RMO 368	Amazon	Rondonia	RMO	27	A	M	2.445295279470495	0.894165884334472
RMO 369	Amazon	Rondonia	RMO	27	A	F	2.52427017923899	0.9259519830226588
RMO 391	Amazon	Rondonia	RMO	27	C	F	2.3658190358843756	0.8611242773750789
RMO 396	Amazon	Rondonia	RMO	27	C	F	2.267573539685014	0.8187103345363799
RMO 403	Amazon	Rondonia	RMO	27	C	M	2.3509141217203378	0.8548042404859636
RMO 404	Amazon	Rondonia	RMO	27	C	M	2.1313971470459983	0.756777702268587
RMO 411	Amazon	Rondonia	RMO	28	A	M	2.372686719552472	0.8640229500078652
RMO 413	Amazon	Rondonia	RMO	28	A	M	2.388401582581143	0.8706243483019123
RMO 414	Amazon	Rondonia	RMO	28	A	M	2.4359967924002226	0.8903560330981066
RMO 417	Amazon	Rondonia	RMO	28	A	F	2.5131316779906316	0.9215296559115836
RMO 423	Amazon	Rondonia	RMO	28	B	M	2.142760770844156	0.7620950774294933
RMO 432	Amazon	Rondonia	RMO	28	B	F	2.2807086242166372	0.8244861947730213
RMO 442	Amazon	Rondonia	RMO	28	C	M	2.2526179931765724	0.8120930923366488
RMO 449	Amazon	Rondonia	RMO	28	C	F	2.383724670614035	0.8686642520193133
RMO 458	Amazon	Rondonia	RMO	30	A	M	2.5523035182842184	0.9369962919074666
RMO 459	Amazon	Rondonia	RMO	30	A	F	2.5457708076799883	0.9344334755332351
RMO 472	Amazon	Rondonia	RMO	30	B	M	2.332761990244501	0.8470529690799898
RMO 475	Amazon	Rondonia	RMO	30	B	M	2.488235999564281	0.9115740255088076
RMO 476	Amazon	Rondonia	RMO	30	B	M	2.371994110784165	0.8637309983263955
RMO 491	Amazon	Rondonia	RMO	30	C	M	2.388244728608497	0.8705586729462407
RMO 499	Amazon	Rondonia	RMO	36	A	F	2.756408983767476	1.0139287397350023
RMO 501	Amazon	Rondonia	RMO	36	A	M	2.3191789015625495	0.8412132012928577
RMO 503	Amazon	Rondonia	RMO	36	A	F	2.4342321354793732	0.8896313620306038
RMO 504	Amazon	Rondonia	RMO	36	A	M	2.3187976630654936	0.8410488026622902
RMO 505	Amazon	Rondonia	RMO	36	A	F	2.503660047222915	0.9177536801324889
RMO 507	Amazon	Rondonia	RMO	36	A	F	2.5548425093332088	0.9379905815731364
RMO 513	Amazon	Rondonia	RMO	36	B	F	2.4524078611099105	0.89707034237749
RMO 518	Amazon	Rondonia	RMO	36	B	M	2.197934214912961	0.7875179260125866
RMO 520	Amazon	Rondonia	RMO	36	B	F	2.519148836613478	0.9239210812198583
RMO 521	Amazon	Rondonia	RMO	36	B	M	2.321377560684968	0.8421607856202213
RMO 536	Amazon	Rondonia	RMO	36	C	M	2.4294416787742588	0.8876614691318734
RMO 537	Amazon	Rondonia	RMO	36	C	F	2.4405530117853425	0.8922246577995203
RMO 538	Amazon	Rondonia	RMO	36	C	F	2.3762054789593874	0.8655048788046419
RMO 539	Amazon	Rondonia	RMO	36	C	M	2.466412404168809	0.9027646268379456
RMO 541	Amazon	Rondonia	RMO	42	A	M	2.516750953423643	0.9229687654586115
RMO 542	Amazon	Rondonia	RMO	42	A	F	2.313700076112638	0.8388480076280014
RMO 543	Amazon	Rondonia	RMO	42	A	F	2.4998235976662784	0.9162201684511266
RMO 546	Amazon	Rondonia	RMO	42	A	M	2.595996582973947	0.9539704825751633
RMO 554	Amazon	Rondonia	RMO	42	A	F	2.6685803283216543	0.9815466187639966
RMO 557	Amazon	Rondonia	RMO	42	B	F	2.4796967305401987	0.9081362666268389
RMO 561	Amazon	Rondonia	RMO	42	B	F	2.607272487793661	0.958304651082636
RMO 562	Amazon	Rondonia	RMO	42	B	M	2.3188395858892807	0.841066882051228
RMO 571	Amazon	Rondonia	RMO	42	C	F	2.423585665930084	0.8852481237000583
RMO 573	Amazon	Rondonia	RMO	42	C	F	2.4792563778870575	0.9079586675874165
RMO 596	Amazon	Rondonia	RMO	13	A	M	2.40053621672965	0.8756921360359102
RMO 598	Amazon	Rondonia	RMO	13	A	F	2.4478832711990917	0.895223680179489
RMO 602	Amazon	Rondonia	RMO	13	B	F	2.4818919505387904	0.9090211526111227
RMO 603	Amazon	Rondonia	RMO	13	B	F	2.392074158036901	0.872160838131605
