"","ID","Biome","State","Latitude","Lat_group","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time","Lat_grouple","growth"
"2993","APR 714","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","F",0,2.443,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Low latitude",0.0687097532519695
"2994","APR 716","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","F",0,2.34,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,2,15,"Low latitude",0.0607250663835436
"2995","APR 717","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.542,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0666393694833759
"2996","APR 718","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.652,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.0650209381549077
"2997","ARS 021","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","M",1,2.765,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Low latitude",0.0598259197043705
"2998","ARS 022","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.78,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,5,20,"Low latitude",0.0568028293168081
"2999","ARS 023","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","M",1,2.758,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,5,21,"Low latitude",0.0563614321872839
"3000","ARS 024","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.671,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.0545807185626569
"3001","ARS 025","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.751,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,5,23,"Low latitude",0.0505982240971219
"3002","ARS 026","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.719,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,6,19,"Low latitude",0.0625165103531459
"3003","ARS 027","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","M",1,2.726,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,2,21,"Low latitude",0.0557130740707967
"3004","ARS 028","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.717,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Low latitude",0.0499764165222105
"3005","ARS 029","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.685,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Low latitude",0.0493840363980414
"3006","ARS 030","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.802,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,5,24,"Low latitude",0.0490634975197531
"3007","ARS 031","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.821,15,NA,NA,18,NA,1,0.055555556,0.066666667,3,0.333333333,NA,5,18,"Low latitude",0.0691394288013239
"3008","ARS 032","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","M",1,2.788,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,5,18,"Low latitude",0.0640827808061423
"3009","ARS 033","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.744,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Low latitude",0.0593774535213905
"3010","ARS 034","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","M",1,2.732,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,3,21,"Low latitude",0.055835218983808
"3011","ARS 035","Amazon","Amazonas",-2.864,"1","ARS",14,"A","20","F",0,2.872,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,5,23,"Low latitude",0.0527504325592989
"3012","ARS 036","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.648,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,3,15,"Low latitude",0.074908049082674
"3013","ARS 037","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","F",0,2.639,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0693142898229419
"3014","ARS 038","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.694,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0707876484277266
"3015","ARS 039","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","F",0,2.713,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,4,21,"Low latitude",0.0525292122987787
"3016","ARS 040","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.771,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,3,22,"Low latitude",0.0509604132940421
"3017","ARS 041","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.487,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0650769403443763
"3018","ARS 042","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.526,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.06177580159522
"3019","ARS 043","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.566,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0588967666370903
"3020","ARS 044","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.64,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Low latitude",0.0539321620643458
"3021","ARS 045","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.705,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Low latitude",0.0552834395721358
"3022","ARS 046","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.66,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0752558555995083
"3023","ARS 047","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,NA,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",NA
"3024","ARS 048","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","M",1,2.665,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0576590622128122
"3025","ARS 049","Amazon","Amazonas",-2.864,"1","ARS",14,"B","24","F",0,2.862,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,4,21,"Low latitude",0.0553431937439084
"3027","ARS 051","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.547,11,NA,NA,12,NA,1,0.083333333,0.090909091,1,1,NA,2,12,"Low latitude",0.0849923814543018
"3028","ARS 052","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.695,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,1,15,"Low latitude",0.0762614003354585
"3029","ARS 053","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.704,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0710522970129084
"3030","ARS 054","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.584,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0678098989943111
"3031","ARS 055","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","F",0,2.689,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Low latitude",0.0581864339580428
"3032","ARS 056","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.536,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.06647057404107
"3033","ARS 057","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","F",0,2.356,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0612118046992386
"3034","ARS 058","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.403,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,1,16,"Low latitude",0.062622711196738
"3035","ARS 059","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.699,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.0661920889357245
"3036","ARS 060","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","F",0,2.734,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0628603586438599
"3037","ARS 061","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.533,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0714926439245799
"3038","ARS 062","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","F",0,2.377,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0618456563127183
"3039","ARS 063","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.532,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,2,16,"Low latitude",0.0619339669521286
"3040","ARS 064","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","F",0,2.572,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,3,17,"Low latitude",0.0590427378984608
"3041","ARS 065","Amazon","Amazonas",-2.864,"1","ARS",14,"C","28","M",1,2.674,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Low latitude",0.0578573810988089
"3042","ARS 066","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.764,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,5,19,"Low latitude",0.063542431619089
"3043","ARS 067","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.691,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,5,19,"Low latitude",0.0582301689261629
"3044","ARS 068","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.818,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,4,20,"Low latitude",0.0609427890280287
"3045","ARS 069","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.776,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,3,21,"Low latitude",0.0567228357024754
"3046","ARS 070","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","F",0,2.959,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,5,22,"Low latitude",0.0570974407062144
"3047","ARS 071","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.63,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.0537213247883152
"3048","ARS 072","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.656,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.0542678462007882
"3049","ARS 073","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.691,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,3,22,"Low latitude",0.052100677460251
"3050","ARS 074","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.651,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,3,22,"Low latitude",0.0513124698582573
"3051","ARS 075","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","F",0,2.903,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,6,24,"Low latitude",0.0484429402292042
"3052","ARS 076","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","F",0,2.465,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,5,18,"Low latitude",0.0563869879684158
"3053","ARS 077","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.704,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,5,19,"Low latitude",0.0621707598862949
"3054","ARS 078","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.82,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.0575964936083346
"3055","ARS 079","Amazon","Amazonas",-2.864,"1","ARS",17,"A","20","M",1,2.931,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,5,22,"Low latitude",0.0565970348278292
"3057","ARS 081","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.555,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,3,15,"Low latitude",0.0721578633581283
"3058","ARS 082","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.549,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0668357946709985
"3059","ARS 083","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.544,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0666955461055626
"3060","ARS 084","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.844,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0653257194963121
"3061","ARS 085","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.708,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0586006091205899
"3062","ARS 086","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.729,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0717096601233001
"3063","ARS 087","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.484,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.064990726005088
"3064","ARS 088","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.679,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.0656962393708314
"3065","ARS 089","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.741,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.0672215211547099
"3066","ARS 090","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.865,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0619157853039237
"3068","ARS 092","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.593,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0560479709739134
"3069","ARS 093","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.389,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0512279334319807
"3070","ARS 094","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","M",1,2.392,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0513017550640227
"3071","ARS 095","Amazon","Amazonas",-2.864,"1","ARS",17,"B","24","F",0,2.48,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Low latitude",0.0504588088987162
"3072","ARS 096","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","F",0,2.434,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,2,14,"Low latitude",0.0741279995471113
"3073","ARS 097","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.438,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Low latitude",0.0685521562353138
"3074","ARS 099","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.645,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0694765046650188
"3075","ARS 100","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","F",0,2.771,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0637005166175526
"3076","ARS 101","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.515,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.0768560669626419
"3077","ARS 102","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","F",0,2.464,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.0751488371392728
"3078","ARS 103","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.588,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,2,14,"Low latitude",0.0792404480532212
"3079","ARS 104","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.861,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0808593241590749
"3081","ARS 106","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.596,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0733824460647572
"3082","ARS 107","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.554,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0669757684007391
"3083","ARS 108","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","F",0,2.449,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0639771269978593
"3084","ARS 109","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.588,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0679203840456181
"3085","ARS 110","Amazon","Amazonas",-2.864,"1","ARS",17,"C","28","M",1,2.572,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0674774147410981
"3086","ARS 111","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","M",1,2.874,15,NA,NA,18,NA,1,0.055555556,0.066666667,3,0.333333333,NA,4,18,"Low latitude",0.0703803191771222
"3087","ARS 112","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.838,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Low latitude",0.0613587987492853
"3088","ARS 113","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","M",1,2.93,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Low latitude",0.0632354366487633
"3089","ARS 114","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","M",1,2.862,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,5,22,"Low latitude",0.0553431937439084
"3090","ARS 116","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.755,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,4,19,"Low latitude",0.0633385901628049
"3091","ARS 117","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","M",1,2.843,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,4,20,"Low latitude",0.0614623430981684
"3092","ARS 118","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","M",1,3.004,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,5,21,"Low latitude",0.0611080407723271
"3093","ARS 119","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.934,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,5,23,"Low latitude",0.0538183339860395
"3094","ARS 120","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","M",1,2.638,24,NA,NA,29,NA,1,0.034482759,0.041666667,5,0.2,NA,6,29,"Low latitude",0.0404175439289635
"3095","ARS 121","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.632,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.0537635563035039
"3096","ARS 122","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.434,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,4,22,"Low latitude",0.0468176839244913
"3098","ARS 124","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.765,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Low latitude",0.046229119771559
"3099","ARS 125","Amazon","Amazonas",-2.864,"1","ARS",3,"A","20","F",0,2.9,23,NA,NA,25,NA,1,0.04,0.043478261,2,0.5,NA,4,25,"Low latitude",0.0462917711735838
"3100","ARS 126","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","F",0,2.498,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,3,15,"Low latitude",0.0704223393617989
"3101","ARS 127","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.657,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0574822156928045
"3102","ARS 128","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.636,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0570154480376624
"3103","ARS 129","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","F",0,2.4,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Low latitude",0.0486371520752167
"3104","ARS 130","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.799,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Low latitude",0.0541716952912272
"3105","ARS 131","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.618,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,3,15,"Low latitude",0.0740315898067468
"3106","ARS 132","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.647,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,3,14,"Low latitude",0.0748789940957665
"3107","ARS 133","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","F",0,2.808,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.068831499077571
"3108","ARS 134","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,NA,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,1,19,"Low latitude",NA
"3109","ARS 135","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.485,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Low latitude",0.0505707033082551
"3110","ARS 136","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.694,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,3,14,"Low latitude",0.0762328521529363
"3111","ARS 137","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","M",1,2.449,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0639771269978593
"3112","ARS 138","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","F",0,2.799,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.0686174807022211
"3113","ARS 139","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","F",0,2.781,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0601653279559899
"3114","ARS 140","Amazon","Amazonas",-2.864,"1","ARS",3,"B","24","F",0,NA,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",NA
"3115","ARS 141","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","F",0,2.531,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.0773845401302489
"3116","ARS 142","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","F",0,2.461,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,2,14,"Low latitude",0.0750473142840766
"3117","ARS 144","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","F",0,2.432,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,0,16,"Low latitude",0.0634795688645658
"3119","ARS 146","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","M",1,2.379,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,1,14,"Low latitude",0.0722233526100684
"3120","ARS 147","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","M",1,2.468,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Low latitude",0.0694929312340878
"3121","ARS 148","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","M",1,2.433,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0635089331286704
"3122","ARS 149","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","M",1,2.679,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Low latitude",0.0615902244101545
"3124","ARS 151","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","M",1,2.56,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,2,14,"Low latitude",0.0783339382076226
"3125","ARS 152","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","F",0,2.366,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,2,16,"Low latitude",0.057413384370413
"3126","ARS 153","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","M",1,2.607,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,1,17,"Low latitude",0.0638800089967577
"3127","ARS 154","Amazon","Amazonas",-2.864,"1","ARS",3,"C","28","F",0,2.522,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Low latitude",0.0578157648464205
"3129","ARS 156","Amazon","Amazonas",-2.864,"1","ARS",16,"A","20","F",0,2.609,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,5,19,"Low latitude",0.059935437884662
"3130","ARS 157","Amazon","Amazonas",-2.864,"1","ARS",16,"A","20","M",1,2.597,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,3,20,"Low latitude",0.0561386430988595
"3131","ARS 158","Amazon","Amazonas",-2.864,"1","ARS",16,"A","20","M",1,2.736,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,4,20,"Low latitude",0.0592057058682532
"3132","ARS 159","Amazon","Amazonas",-2.864,"1","ARS",16,"A","20","F",0,2.532,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,5,20,"Low latitude",0.0516116391267739
"3133","ARS 160","Amazon","Amazonas",-2.864,"1","ARS",16,"A","20","F",0,2.699,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,6,22,"Low latitude",0.0522569123176772
"3134","ARS 161","Amazon","Amazonas",-2.864,"1","ARS",16,"A","20","F",0,2.701,15,NA,NA,18,NA,1,0.055555556,0.066666667,3,0.333333333,NA,6,18,"Low latitude",0.0662414716540319
