Code	Biome	State	Latitude	Locality	Family	Temp	Well	Sex
TPN 077	Cerrado	Tocantins	-10.796	TPN	12	A	3	M
TPN 079	Cerrado	Tocantins	-10.796	TPN	12	A	3	M
TPN 082	Cerrado	Tocantins	-10.796	TPN	12	B	1	F
TPN 086	Cerrado	Tocantins	-10.796	TPN	12	B	2	M
TPN 087	Cerrado	Tocantins	-10.796	TPN	12	B	2	M
TPN 088	Cerrado	Tocantins	-10.796	TPN	12	B	2	F
TPN 089	Cerrado	Tocantins	-10.796	TPN	12	B	2	F
TPN 090	Cerrado	Tocantins	-10.796	TPN	12	B	2	M
TPN 091	Cerrado	Tocantins	-10.796	TPN	12	B	3	F
TPN 092	Cerrado	Tocantins	-10.796	TPN	12	B	3	F
TPN 093	Cerrado	Tocantins	-10.796	TPN	12	B	3	M
TPN 096	Cerrado	Tocantins	-10.796	TPN	12	C	1	F
TPN 097	Cerrado	Tocantins	-10.796	TPN	12	C	1	F
TPN 099	Cerrado	Tocantins	-10.796	TPN	12	C	1	F
TPN 100	Cerrado	Tocantins	-10.796	TPN	12	C	1	M
TPN 101	Cerrado	Tocantins	-10.796	TPN	12	C	2	M
TPN 102	Cerrado	Tocantins	-10.796	TPN	12	C	2	F
TPN 103	Cerrado	Tocantins	-10.796	TPN	12	C	2	M
TPN 106	Cerrado	Tocantins	-10.796	TPN	12	C	3	M
TPN 107	Cerrado	Tocantins	-10.796	TPN	12	C	3	F
TPN 108	Cerrado	Tocantins	-10.796	TPN	12	C	3	F
TPN 111	Cerrado	Tocantins	-10.796	TPN	9	A	1	F
TPN 116	Cerrado	Tocantins	-10.796	TPN	9	A	2	M
TPN 121	Cerrado	Tocantins	-10.796	TPN	9	A	3	F
TPN 122	Cerrado	Tocantins	-10.796	TPN	9	A	3	M
TPN 126	Cerrado	Tocantins	-10.796	TPN	9	B	1	F
TPN 131	Cerrado	Tocantins	-10.796	TPN	9	B	2	F
TPN 136	Cerrado	Tocantins	-10.796	TPN	9	B	3	M
TPN 137	Cerrado	Tocantins	-10.796	TPN	9	B	3	M
TPN 138	Cerrado	Tocantins	-10.796	TPN	9	B	3	M
TPN 146	Cerrado	Tocantins	-10.796	TPN	9	C	2	M
TPN 147	Cerrado	Tocantins	-10.796	TPN	9	C	2	F
TPN 148	Cerrado	Tocantins	-10.796	TPN	9	C	2	F
TPN 156	Cerrado	Tocantins	-10.796	TPN	14	A	1	F
TPN 157	Cerrado	Tocantins	-10.796	TPN	14	A	1	M
TPN 158	Cerrado	Tocantins	-10.796	TPN	14	A	1	M
TPN 161	Cerrado	Tocantins	-10.796	TPN	14	A	2	M
TPN 166	Cerrado	Tocantins	-10.796	TPN	14	A	3	M
TPN 167	Cerrado	Tocantins	-10.796	TPN	14	A	3	F
TPN 168	Cerrado	Tocantins	-10.796	TPN	14	A	3	F
TPN 171	Cerrado	Tocantins	-10.796	TPN	14	B	1	F
TPN 172	Cerrado	Tocantins	-10.796	TPN	14	B	1	M
TPN 173	Cerrado	Tocantins	-10.796	TPN	14	B	1	M
TPN 174	Cerrado	Tocantins	-10.796	TPN	14	B	1	M
TPN 176	Cerrado	Tocantins	-10.796	TPN	14	B	2	M
TPN 178	Cerrado	Tocantins	-10.796	TPN	14	B	2	F
TPN 182	Cerrado	Tocantins	-10.796	TPN	14	C	1	M
TPN 183	Cerrado	Tocantins	-10.796	TPN	14	C	1	F
TPN 187	Cerrado	Tocantins	-10.796	TPN	14	C	2	M
TPN 188	Cerrado	Tocantins	-10.796	TPN	14	C	2	F
TPN 191	Cerrado	Tocantins	-10.796	TPN	14	C	3	M
TPN 197	Cerrado	Tocantins	-10.796	TPN	7	A	1	F
TPN 198	Cerrado	Tocantins	-10.796	TPN	7	A	1	F
TPN 199	Cerrado	Tocantins	-10.796	TPN	7	A	1	F
TPN 201	Cerrado	Tocantins	-10.796	TPN	7	A	2	M
TPN 202	Cerrado	Tocantins	-10.796	TPN	7	A	2	F
TPN 203	Cerrado	Tocantins	-10.796	TPN	7	A	2	F
TPN 205	Cerrado	Tocantins	-10.796	TPN	7	A	2	F
TPN 206	Cerrado	Tocantins	-10.796	TPN	7	A	3	M
TPN 207	Cerrado	Tocantins	-10.796	TPN	7	A	3	M
TPN 208	Cerrado	Tocantins	-10.796	TPN	7	A	3	M
TPN 209	Cerrado	Tocantins	-10.796	TPN	7	A	3	M
TPN 210	Cerrado	Tocantins	-10.796	TPN	7	A	3	M
TPN 211	Cerrado	Tocantins	-10.796	TPN	7	B	1	M
TPN 212	Cerrado	Tocantins	-10.796	TPN	7	B	1	F
TPN 213	Cerrado	Tocantins	-10.796	TPN	7	B	1	F
TPN 214	Cerrado	Tocantins	-10.796	TPN	7	B	1	F
TPN 215	Cerrado	Tocantins	-10.796	TPN	7	B	1	F
TPN 216	Cerrado	Tocantins	-10.796	TPN	7	B	2	F
TPN 217	Cerrado	Tocantins	-10.796	TPN	7	B	2	M
TPN 222	Cerrado	Tocantins	-10.796	TPN	7	B	3	M
TPN 224	Cerrado	Tocantins	-10.796	TPN	7	B	3	F
TPN 225	Cerrado	Tocantins	-10.796	TPN	7	B	3	F
TPN 226	Cerrado	Tocantins	-10.796	TPN	7	C	1	M
TPN 227	Cerrado	Tocantins	-10.796	TPN	7	C	1	F
TPN 229	Cerrado	Tocantins	-10.796	TPN	7	C	1	F
TPN 230	Cerrado	Tocantins	-10.796	TPN	7	C	1	F
TPN 231	Cerrado	Tocantins	-10.796	TPN	7	C	2	F
TPN 232	Cerrado	Tocantins	-10.796	TPN	7	C	2	M
TPN 234	Cerrado	Tocantins	-10.796	TPN	7	C	2	M
TPN 235	Cerrado	Tocantins	-10.796	TPN	7	C	2	M
TPN 236	Cerrado	Tocantins	-10.796	TPN	7	C	3	F
TPN 237	Cerrado	Tocantins	-10.796	TPN	7	C	3	M
TPN 238	Cerrado	Tocantins	-10.796	TPN	7	C	3	M
TPN 239	Cerrado	Tocantins	-10.796	TPN	7	C	3	M
TPN 240	Cerrado	Tocantins	-10.796	TPN	7	C	3	F
