ID,Biome,Latitude,Locality ,Ecoregion,Collection month,Season,Length.mm,CS,PW1,PW2,PW3,PW4,PW5,PW6,PW7,PW8,PW9,PW10,PW11,PW12,PW13,PW14,PW15,PW16,PW17,PW18,PW19,PW20,PW21,PW22,PW23,PW24,PW25,PW26,PW27,PW28,PW29,PW30,PW31,PW32
RPV 041,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.6988,2.465655448,0.001091689,-0.000208562,0.001318333,0.000195642,0.003252772,-0.002542154,-0.000191722,0.002524582,0.004051458,-0.00222548,0.004030637,-0.001750174,0.002875106,0.003143951,-0.004210196,0.002461475,-0.011773849,-0.000181052,-0.000525807,0.003970327,-0.004783625,-0.002317283,0.016214401,0.000263612,-0.008400808,0.001823937,-0.007966312,0.003678793,-0.002169133,-0.002480473,0.002708877,0.013299264
RPV 042,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.6089,2.501125185,0.003924299,0.001160331,0.004726593,-0.001380901,-0.000736242,0.002710022,-0.005070888,0.000516482,-0.004093544,-0.002036015,-0.006138293,-0.003342102,0.007009024,0.003546097,-0.005570893,0.00144097,0.00409703,-0.004690662,0.008177585,0.001806879,0.005270806,0.001310249,-0.019474171,0.00966657,0.014032771,0.006399593,0.003983415,0.002319883,-0.031788497,-0.000118345,0.018959906,0.004381334
RPV 043,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0003,2.773156525,0.000112882,0.003754333,-0.002489921,0.00323556,-0.000398077,0.002583489,-0.00782373,-0.006799565,0.00203525,0.007165314,0.007498599,-0.002203299,-0.013241882,0.003755262,-0.002279969,-0.007097394,-0.022482686,-0.000980615,-0.010827061,0.004174472,-0.009532919,-0.00321867,0.016734114,-8.33E-05,-0.004600078,-0.001089055,0.006831931,-0.001592482,-0.017090799,-0.009772315,0.002235691,-0.000885824
RPV 044,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0578,2.796149562,-0.000499582,-0.001498354,0.002198373,-0.001889354,-0.001995427,0.002362361,-0.000719388,-0.000311397,0.002083033,-0.003176382,0.008538821,0.000517687,-0.0009913,-0.00275938,-0.00239391,-0.005022078,-0.017719043,-0.003854148,0.00124221,0.001018332,0.004933346,-0.003857933,0.011552703,0.003506331,0.00847989,0.00271785,-0.01730304,-0.003851627,-0.011863205,-0.005035333,0.010041181,0.017715623
RPV 045,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1467,3.016947833,0.002315192,-0.001616048,0.003016127,-0.000818623,-0.001733316,0.000131382,-0.000801906,-0.000919918,-0.006100151,0.001487801,-0.005531839,0.003625204,-0.004132234,0.001076897,-0.001815354,0.00053239,-0.014269541,0.002493725,0.006668791,-0.000210737,-0.015865691,0.003676907,-0.019485223,0.000815087,-0.006647313,0.001091343,0.022872924,0.005994477,-0.010033267,0.001894657,-0.005437924,-0.012532661
RPV 046,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.7642,2.589968219,0.003289683,0.000731208,0.001409791,-0.001843631,-0.001252998,-0.001041114,-0.002839284,-0.00272705,-0.001596062,0.003706011,-0.005025512,-0.003869466,-0.0031254,0.000294112,-0.015882497,0.00272036,-0.003439483,0.002509998,0.006183312,-0.001448291,-0.003865866,-0.001376675,-0.007956037,-0.002454458,-0.00141311,0.001448582,0.004975647,0.001138269,-0.001445065,-0.000286306,0.002354434,0.01336901
RPV 047,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.298,2.996076304,-0.000137727,-0.001102572,0.004385723,-0.001018342,-0.000395969,-0.001437972,0.000337669,0.000877681,0.004805716,-8.41E-05,-0.005528396,0.000603505,0.005485372,-0.000584927,-0.005643005,-0.00110526,-0.028299072,0.001416311,0.015658548,0.001367191,-0.001508046,-0.002329773,-0.004604258,0.000907097,-0.006989237,-0.001544975,0.001204636,-0.004049809,-0.012417619,0.001406063,-0.002949485,-0.000693023
RPV 048,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1064,2.926745126,0.004511355,-0.000932205,0.00291051,0.000165786,0.000216049,-0.000455697,-0.001873795,-0.003323461,0.00029939,0.00193155,-0.002381404,-0.001710353,-0.008665312,0.005597981,-0.00615389,-0.001517332,-0.02245762,-0.001703361,0.013768305,0.004205643,-0.008863363,0.005448004,-0.003053875,-1.29E-05,0.012056904,-0.003470942,0.00559117,-0.00209899,-0.01185105,0.008252606,-0.004670932,0.002591952
RPV 049,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9792,2.731870891,0.000276091,0.000569926,-0.000349427,0.001257846,-0.00310348,-0.00062078,0.000163769,0.000272024,-0.00224728,0.001844843,0.005643028,-0.000766828,-0.003643521,0.002549793,0.003534967,-0.002449625,-0.015982233,0.001023914,-0.006890528,-0.000100358,-0.003657049,-0.001427966,0.013705947,-0.004483687,-0.003557314,0.002751084,0.003611038,-0.003151987,0.000968234,-0.004644543,0.007122571,0.007708109
RMO 001,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.7333,2.569512761,-0.002517961,-0.001633282,-0.002295401,0.00163864,0.001528974,-0.001807764,-0.000278787,0.000883495,-0.001040102,0.003128685,0.00198394,-0.002074272,0.004287997,0.00076458,0.005980328,-0.002614171,0.044025892,0.002171693,-0.011758053,-0.002568318,0.004657646,0.000317291,-0.01661475,-0.001046601,0.00224092,-0.002399071,-0.003854273,-0.001898975,0.035528048,-0.000331396,-0.00196171,0.005794526
RMO 002,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8968,2.680809701,0.0026872,-0.001010326,0.00449259,0.00228904,-0.003053941,-0.003430041,0.003036633,0.001031283,0.001417997,-0.003953367,-0.012191313,-9.04E-05,0.007371626,-0.000172077,-0.00713706,0.000360341,-0.00519847,0.005140674,0.012660946,-0.0005725,-0.000725383,-0.000792382,-0.011297229,0.003868442,0.001304589,-0.007718682,0.007094491,-0.007160996,-0.00025757,-0.003765526,0.000684429,-0.001798394
RMO 003,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9909,2.813344833,-0.000752174,0.003341424,0.002762052,0.000219928,-0.002046557,-0.003638297,-0.001695253,-0.000737591,-0.005981497,0.000842127,-0.016011703,0.000690133,0.017889128,-0.000936361,-0.01064649,0.004852015,0.008507409,0.002926489,0.009195878,0.004850915,-0.00914011,-0.000621062,-0.016221652,-0.000443695,-0.000667971,-0.001321566,0.004872223,0.000184596,0.012218232,0.002462681,-0.005325629,-1.86E-05
RMO 004,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9065,2.689424059,-0.002052694,-0.003413162,0.000305831,0.002901946,-0.000817994,-0.001145026,0.00392827,0.001497011,-0.004161529,-0.003292247,-0.001791298,0.002799502,0.001706917,0.000628736,-0.007459543,0.005020693,0.015298078,0.000711678,0.003856479,0.002279104,-0.003425327,0.004157316,-0.01540104,-0.004322477,-0.012754565,0.0002844,0.007280684,0.006754839,-3.62E-05,-0.000824473,0.001438853,0.010542971
RMO 005,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.2766,2.974177149,0.000502836,-0.000795156,0.000216487,0.002660543,-6.45E-05,0.000831957,0.000508962,-0.002333601,0.005842073,-0.0044095,-0.004045209,-0.00160059,0.004203008,-0.003982652,0.002159959,0.002078378,0.002452079,-0.002626864,-0.002364386,-0.003543534,-0.011699442,0.003800502,-0.011609957,0.005654343,-0.00023802,-0.000685884,0.012923111,-0.001330578,0.019752357,0.007189037,-0.011009181,0.00597714
RMO 006,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.2156,2.904637618,0.001948979,0.000277511,0.002166,0.001939746,-0.001303643,0.000365497,-0.003249281,-0.00410411,0.005970001,0.004577935,-0.006713058,0.001862372,0.000994534,0.001711421,-0.004544879,-0.003462245,-0.000365631,-0.003034732,-0.005318509,-0.001412798,-0.00084996,-0.002877306,-0.009090118,0.001786196,0.003825848,-0.003335551,0.007577546,-0.001017479,0.020669198,-0.003832235,-0.016631829,0.007240478
RMO 007,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9575,2.719762863,-0.000754602,-0.002698028,0.002739024,0.001413375,-0.000753072,0.002469698,-0.000161972,0.001299183,-0.003080281,0.000762461,-0.006529167,-0.002952479,0.003873151,-0.001597716,0.000292165,-0.0003777,0.008441924,0.002618971,0.00241952,0.001307434,-0.001408868,0.004826075,-0.020853031,-0.001115114,-0.000907029,-0.007055125,0.012128661,0.006175264,0.010970274,0.005405445,-0.013587183,0.010381715
RMO 008,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.2347,3.010125973,-0.001758103,0.003266345,0.000428418,-0.00181437,-0.000116033,0.000871257,0.000991282,0.003520508,-0.000593378,-0.00497725,-0.006338764,-0.000579423,-0.002643364,-0.00304118,0.003029878,0.003219736,0.017268384,-0.000124702,0.013990227,0.000672378,0.001800003,-0.003410877,-0.020330983,0.004374233,-0.012674806,-0.005493295,0.021283672,-0.010504824,0.01180501,-0.013439381,0.017259529,-0.007145114
RMO 009,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1294,2.90611225,0.001904436,0.000897474,0.000963656,-0.001964744,-0.001903061,-0.001594524,0.005147585,-0.001179921,0.004055618,-0.005497244,-0.0036488,0.002068748,-0.00125243,0.006104025,6.48E-05,0.005632892,-0.00874481,-6.09E-06,0.005204739,0.000335181,0.000871193,-0.003145573,0.000897806,0.005016446,0.001232113,-0.000327484,0.002622432,0.002054487,0.00187737,0.009574618,-0.004254371,0.008350623
RMO 010,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9108,2.66963291,0.001967771,-0.005938666,-0.00035462,6.96E-05,-0.0010673,-7.28E-07,0.005670082,0.003517653,-1.09E-05,-0.003992487,-0.00308596,-0.000795796,-0.001451978,0.000485549,0.007658616,0.002890254,0.00795734,0.000240072,0.005779966,-0.001888967,0.008601805,-0.002760655,-0.00444394,-0.002894908,0.009130428,0.001506336,-0.0219181,-0.005151574,0.002799903,-0.004499666,-0.004490288,0.025356017
RMO 011,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.248,3.10481276,0.000530952,0.000647149,-0.000399725,-0.001021953,-0.001317476,-0.002284122,0.000108045,-0.000704175,-0.002022054,0.002307773,-0.000992346,-0.002456833,0.01167107,-0.003319657,-0.005884395,0.004381798,-0.006733805,0.002243299,-0.007085922,-0.001468988,-0.007996907,-0.002595866,-0.010105338,0.002203047,0.001546432,0.002546223,0.002009383,0.002414369,-0.000985832,0.007284671,-0.011518166,-0.00591785
RMO 012,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9569,2.752899119,-0.000670172,-0.001112455,0.002221406,0.00143124,-5.05E-05,0.001283691,0.001378121,0.001011451,0.001766255,-0.00204937,-0.004917165,-0.001614186,0.01442048,0.003241755,0.003743581,-0.000195218,0.016886983,0.001109673,0.000517959,-0.002740556,-0.001446586,0.003310838,-0.011030585,0.005799808,-0.001973832,-0.007437639,0.008768082,-0.004860614,0.030680593,-0.001409683,0.009270667,-0.001354288
RMO 013,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.214,3.006032586,-0.002799668,-0.000715742,0.00032187,-0.000973585,0.000862915,-0.001014213,0.001595038,0.000107306,-0.000836772,-0.001184036,0.001873133,-0.002089082,-0.008915312,0.000936812,0.001226807,0.001143701,0.01224258,0.004692072,-0.001501521,-0.000715544,-0.000478836,-0.004566551,0.000314598,0.002421561,-0.017200424,-0.00412195,0.011954451,0.000407412,0.005084304,0.000154982,0.009768776,-0.010566221
RMO 014,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8753,2.684873123,-0.001250662,0.001132405,0.001019707,-0.000855999,-0.000476445,0.000245174,-0.003086932,0.000527993,-0.007135329,0.001138559,-0.009420622,-0.001119235,0.01427688,-0.001688916,-0.007837948,-0.000485645,0.02380974,-0.001822918,0.00263434,0.00201083,0.010443983,-0.001137232,-0.01339297,0.004393482,0.004742428,-0.003441267,-0.005142157,-0.002318389,0.000516481,0.002813762,0.000542287,-0.001157433
RMO 015,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.0817,2.818187884,-0.00248064,-0.004053957,0.000627157,0.00257291,-0.001062967,-0.000756644,-0.000460923,0.003950866,-0.003305405,0.003164728,-0.002734858,-0.007456275,0.015240208,-0.001698378,-0.005335782,-0.000409198,0.010487559,-0.000469192,-0.00719371,6.02E-05,0.001619723,-0.003565698,-0.010514274,0.001842099,-0.002891582,-0.001791144,-0.005499493,-0.000323828,0.016123448,0.004311707,-0.006236201,0.004665255
RMO 016,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.5963,2.387880089,0.001287136,0.003452189,-0.00225397,-4.37E-05,0.001764461,-0.004449891,0.000270695,0.004631516,-0.003922626,-0.003135655,0.002951205,-0.004702163,-0.003441007,-0.007162388,0.011077016,7.44E-06,0.024183387,-0.001306679,-0.007696525,0.001830136,0.002046171,-0.001726969,-0.001032454,0.000516155,0.010243196,0.000951176,-0.019237047,-0.003375836,0.029402181,-0.009356829,-0.018087632,0.009819222
RMO 017,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9852,2.780923795,-0.000612154,-0.003121924,0.00321646,-0.001857804,-0.001663328,-0.001632651,0.000514458,-0.000361664,0.002343044,-0.001840752,-0.006219151,0.002754706,0.008100061,-0.000344326,0.000295544,0.001211429,-0.003282035,-0.000792931,0.007059423,-5.76E-05,0.007844208,-0.004174098,-0.007361601,-0.001598042,-0.011601111,-0.008384313,0.012174681,-0.009699078,-0.004564019,0.001424683,0.003041506,0.002132245
RMO 018,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1777,2.937594406,-0.002153995,-0.003358039,-0.002989662,-0.00263002,0.001387944,-0.000814889,0.00275435,0.002371158,-0.001031899,0.000612062,0.009080682,0.002442823,-0.002451258,-0.003014506,0.003694278,-0.00073964,-0.003371688,-0.000502807,-0.013412572,0.003612782,0.00561374,0.00255503,0.012509336,-0.004240578,-0.005146433,-0.001831834,0.008050858,0.000589573,-0.005221736,0.007399966,-0.006505929,0.004099582
RMO 019,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8765,2.690176602,-0.00330291,-0.001749634,-0.001729801,0.001324511,0.001433808,-0.000716554,0.002387355,0.001390577,0.001483923,-0.002039691,0.000625152,-0.00413124,0.006597743,-0.00406485,0.010033866,0.002503285,0.028466377,0.005806422,-0.016176289,0.003021058,0.002735783,0.013292521,-0.001466901,-0.003163452,0.003621148,0.004257045,-0.011763965,0.00449527,0.008119439,-0.00158909,-0.011831259,0.015470827
RMO 020,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1087,2.955580951,-0.000509818,0.003654377,0.001023993,0.001146305,-0.001577214,-0.003929261,0.002115939,-0.000180206,0.000666162,-0.00167108,-0.004716368,-0.001586097,0.002835316,-0.002302704,0.007635352,-0.003327576,0.008143669,0.001041325,-0.000149624,0.000876107,-0.004526544,0.002623913,-0.013943257,-0.004627188,-0.009160309,-0.009161589,0.018661256,0.000272976,-0.00532904,-0.008639434,-0.003709614,-0.011424245
RMO 021,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1119,2.988820699,0.004041727,0.002427197,0.002504113,0.001200884,-0.002110452,-0.001589492,0.001826166,0.000476495,-0.008516343,0.000462637,-0.005235906,0.001988111,-0.000321157,0.002318818,-3.09E-05,0.00680963,0.017177043,0.002853043,0.00662019,0.001528194,-0.003113716,-0.004429835,-0.022943855,-0.001177161,-0.006360453,-0.007023802,0.015783699,-0.001039068,0.010857814,-0.007301533,0.006448711,-0.010816746
RMO 022,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.5603,2.376432997,0.001028234,-0.000656294,0.001953073,0.001768149,-7.16E-05,0.00145455,0.005266549,0.004133544,0.010597944,-0.006343577,-0.00500785,-0.001762784,0.00376374,0.001878513,0.00131107,-0.00331906,0.009185797,0.001194118,-0.002697025,0.000165038,0.005832367,0.002325923,-0.024369122,-0.002239261,-0.005784165,0.000561645,0.019863841,-0.001558062,0.01396705,-0.001057602,0.006157593,0.006379199
RMO 023,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.0481,2.946714585,2.57E-05,-0.000621939,0.001310226,0.000722271,0.002624421,-0.000521767,5.49E-06,0.002811995,-0.003511854,-0.003057838,-0.002001407,-0.001684371,0.013213253,-0.005742625,-0.006698909,0.005764187,0.014574324,-0.004397094,-0.007269719,0.001067741,-0.000389229,-0.005110685,-0.002275727,-0.00032164,-0.004760155,-0.002422228,0.013648211,0.004866069,0.015045164,0.003323648,-0.002615079,0.002465792
RMO 024,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1029,2.955247925,-0.000819586,0.000920159,0.0012017,-0.001615851,-0.001357489,-0.003642449,-0.001358901,0.001558571,0.003102928,0.001691277,-0.01084687,0.000614128,0.020336024,-0.003718334,-0.011783607,0.001080285,0.000550401,3.75E-05,0.002467239,-0.001059358,-0.004942297,-0.007121563,-0.005831825,0.005760574,-0.003736329,-0.004777339,0.015095051,0.000813434,0.009751912,0.006879681,0.000330467,0.005201358
RMO 025,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1657,2.904824693,-0.001533035,-0.000751376,0.002508191,0.003253982,0.000308428,0.000671828,0.002745912,0.003427832,0.00017105,-0.004458895,-0.004218832,0.001376472,0.005000913,0.000760716,-0.006680368,0.001097387,-0.003897228,0.003549717,-0.002291902,0.004543058,-0.00572267,0.001090887,-0.006756649,-0.00391939,-0.010935679,0.000445267,0.013791929,0.00178945,0.019142453,0.003721757,-0.011376474,-0.004642006
RMO 026,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9671,2.76490482,-0.000857226,0.000750659,0.001021153,-0.002194866,-0.002334815,-0.001005462,0.003992331,0.00108643,-0.002396325,-0.002153877,-0.008520916,-0.000521398,0.006781661,-0.002064728,-0.001732189,0.000523689,0.005014728,0.003109754,0.013326058,0.000926863,0.006836675,0.002744033,-0.022830253,0.000207054,-0.005747662,0.004385537,0.004293055,0.002945893,0.004901062,-0.007063803,0.005394743,-0.008264353
RMO 027,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.253,3.035091098,0.000112363,0.00298166,0.001445685,0.002675519,-0.001285546,-0.00256104,-0.000508585,-0.000700083,-0.000201159,0.000902738,-0.000595867,0.000256147,0.001543119,0.001799957,-0.001589123,0.000858421,0.009363812,0.004293369,-0.010232801,-0.004450833,-0.001174018,0.000891006,-0.000457818,-0.000650079,-0.006629412,-0.001178035,0.015853057,0.000214288,-0.008990187,-0.000147948,0.010578901,-0.008995146
RMO 028,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.099,2.975206924,0.003279303,0.003170056,0.001518436,-0.003227918,-0.001994258,0.001297979,9.80E-05,-0.002322721,-0.007522872,0.00068382,-0.005356197,0.007422755,1.56E-05,0.004223951,-0.009707109,0.009519311,-0.007059574,-0.006494757,0.006931267,-0.000746239,-0.00239913,0.006095635,-0.015174168,-0.001577055,-0.015974451,0.000549342,0.002457622,0.002214924,-0.013149226,0.000321181,-0.004537526,-0.003454369
RMO 029,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.0714,2.908004034,0.00157003,-0.001243302,0.003253347,0.003552878,-0.001454434,0.001595458,-3.31E-05,-0.000794292,0.001749772,0.000857302,-0.007824939,0.004843575,0.008981376,-0.001694489,0.004829435,-0.000318273,-0.001765862,0.004214524,0.004611055,0.000312707,-0.002034394,0.004419859,-0.006852398,-0.001884352,-0.001212114,-0.001611531,0.022653547,-0.001400328,-0.006359027,-0.000152425,0.009721693,0.00638481
RMO 030,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.169,3.018377417,-0.002956803,-0.000417381,0.001821994,0.002499213,-0.001258489,-0.001805048,0.003082719,-0.000509223,-0.00457733,5.16E-05,-0.005197147,-0.003022668,-9.16E-05,0.000727188,-0.00665512,0.000475547,0.017869625,0.002577137,0.004015065,0.002984017,-0.000145085,0.004739014,-0.013179687,-0.003347578,-0.0092025,-0.006301153,0.001093904,0.0027846,0.011834785,0.000424681,0.005449838,-0.015917273
RMO 031,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8769,2.727551757,9.18E-05,0.005081439,-6.96E-05,-0.002410271,-0.003431209,-0.004503792,-0.005831853,0.002533603,-0.000647568,0.004033438,-0.000563035,0.000639666,0.002167462,0.006722147,-0.002291511,-0.000952985,-0.001569599,-0.002863317,0.000658862,0.00529385,-0.004736543,0.003266719,0.000677512,-0.001672722,-0.012335324,-0.005662057,0.013393379,0.003230028,-0.004346061,0.003729351,0.008212092,0.000701744
RMO 032,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.2487,3.047111771,-0.000628363,0.000748898,-0.000626258,-0.000887661,-0.000220606,0.000456303,-0.001625226,0.003944659,-0.000872452,-0.001677123,0.007262894,-0.000129214,-0.003361407,-0.000999297,0.002871226,-0.003698428,0.006422966,-0.002163708,-0.009768344,-0.000814504,-0.013946771,-0.002026655,0.001650308,-0.004708448,-0.014723218,-0.007339195,0.020290038,-0.001888459,-0.002500058,0.001052797,-0.003132748,-0.008027188
RMO 033,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.7693,2.631460929,-0.001973203,-0.006397942,-0.00285877,0.001630412,0.000573117,-0.000401162,-0.002457864,-0.000599033,0.002816256,-0.002935437,0.00208494,-0.00301536,-0.007277881,-0.006170733,0.01384238,-0.005579059,0.012075107,0.003011847,-0.001474746,0.003737187,0.000870929,-0.003940982,-0.008917995,-0.005537204,-0.003603316,-0.001152338,0.010122376,0.00509118,-0.020731501,-0.001820302,0.010987926,-4.45E-06
RMO 034,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1764,2.993982832,-0.001052151,-0.002550629,-1.93E-05,-0.001026285,-0.00047106,0.002347952,-0.000917863,0.001333939,-0.001072091,-0.001231753,0.001803139,0.004428989,-0.001211508,0.001613939,0.006148464,0.000278246,0.010216127,0.000346895,-0.01581965,0.002124638,9.65E-06,-0.001141301,0.006876375,-0.000691403,-0.012569381,-0.000966926,0.017051749,0.004697886,0.000868077,0.008056339,0.006271232,0.003265497
RMO 035,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.0099,2.799843697,-0.001178674,-0.001043562,-0.0043066,0.002665241,0.001169911,0.002265453,-0.001287708,0.003896158,0.000608155,-8.34E-05,0.003765385,-0.002494061,-0.012518558,-0.001901135,0.007965324,-0.002484581,0.018796502,-0.002143936,-0.012021398,5.73E-06,-0.001153348,-0.00030806,0.001758457,-0.001930548,0.002353467,-0.000358928,-0.006306533,-0.000852361,0.001026481,-0.005021162,-0.006492151,0.007806077
RMO 036,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.0141,2.870412859,-0.000360037,0.007470861,-0.001365078,0.002942993,0.001705443,-0.003692351,-0.000199661,0.001660678,-0.000631632,-0.001099212,0.000538413,-0.000882699,0.001215762,-0.000460631,0.00558611,-0.00047868,0.006689537,-0.000644774,-0.012630182,-0.000656064,0.001548455,-0.002867809,-0.005429297,-0.00311416,-0.002471052,0.001239266,0.002713608,-0.002971749,0.003183731,-0.009506287,0.002219348,-0.000850998
RMO 037,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.156,2.934089371,-8.80E-05,-0.003121459,-0.003149788,-0.002201354,0.000237519,-0.000684342,0.002580242,0.001569418,6.85E-05,-0.002986577,0.001647672,-2.50E-05,-0.007380503,-0.001952811,0.007461741,0.005597131,0.008186566,0.003364856,0.005729624,0.00534635,-0.00330871,0.003565239,-0.01083771,-0.003206336,0.002259771,0.000998749,-0.001429951,0.005516879,0.007389978,-0.003373616,0.000351517,-0.003717142
RMO 038,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8494,2.643490289,0.00067879,0.002772318,-0.000417254,-0.0046464,0.00020169,0.000705167,0.002701989,-0.000791414,-0.002719552,-0.001919837,-0.001027401,-0.00319321,-0.006657455,-0.005532516,0.003302445,0.003848552,3.29E-05,-0.00140289,-0.000226658,0.006564472,-0.002761413,0.002106931,-0.007397537,-0.001573718,-0.013703632,-0.001832528,0.013259272,-0.001142385,-0.017288512,0.004073137,-0.004718201,0.008068374
RMO 039,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8314,2.696328802,-0.001620823,-0.002732726,-0.002797428,0.001389358,0.002060209,0.003379314,0.002869148,0.001393287,0.002096512,-0.002495166,0.005360751,0.001525764,0.000795561,0.007311015,0.005722735,-0.00210712,0.004622328,0.002775674,-0.017279794,0.005361708,-0.006379077,-0.004942026,0.007443613,0.000421284,-0.019587932,-0.004521614,0.014971624,0.004836078,-0.011018496,-0.003410742,-0.000338245,0.006806924
RMO 040,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.9244,2.722429878,-0.001996943,0.002331722,0.002019071,-0.001122643,-0.002497468,0.001510696,0.000462747,-0.002054931,-0.003286799,-0.00223167,-0.003181709,0.002215342,-0.003494766,0.003520742,-0.000449463,-1.65E-05,0.001368158,0.002107754,0.000378632,0.000954671,-0.004811421,-0.004771229,-0.000734053,0.001084683,-0.005918345,-0.00056449,0.011590915,-0.001674128,0.001516087,0.005178401,0.005253745,0.00468443
RMO 041,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.8579,2.724174552,-0.001675754,-0.004314772,-0.003031422,0.001043102,-0.00081819,0.003430439,0.000827187,0.003336828,-0.007833907,-0.000242,0.002385278,0.00219349,-0.004506399,-0.000974924,0.000856744,0.003238969,0.005365371,-0.002037911,-0.005091054,-0.002336083,-0.005915997,-0.000736718,0.003040933,0.004116435,-0.001373407,0.006050715,-0.009186027,0.005373512,-0.004047197,-0.002949494,-0.00056711,-0.003223867
RMO 042,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.2487,3.059967832,0.002393045,0.003760195,0.001779476,0.002422391,-0.002863679,-0.00264032,-0.000270463,-0.002782146,0.000971364,0.00192339,-0.002483063,-0.000915578,0.01363126,0.000165577,-0.004880642,0.001020958,0.000625095,-0.000849291,0.012089875,0.002340766,-0.001193526,0.006987247,-0.006295607,-0.001395405,-0.003690111,-0.005737372,-0.000197655,8.54E-05,-0.021757537,0.004882519,0.001712696,-0.012495487
RMO 043,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,2.7731,2.601851132,0.000300473,-0.00590442,-0.001102043,-0.003135286,-0.001070498,-0.000807966,-0.005332745,0.001199656,0.001964009,0.008821168,-0.001925086,-0.000142251,-0.001720309,0.004770101,0.000189643,-0.004217756,0.010395194,0.003358663,-0.003146951,-0.004859579,-0.001775658,-0.004490873,-0.000259139,0.000953547,0.003472093,0.004236325,-0.001801782,-0.008027175,0.008052045,-0.010837874,0.006984013,0.009160966
RMO 044,Amazon,-9.223,RMO,Madeira_SB,16-Jul,Dry,3.1246,2.895612298,-0.000237354,-0.002752994,-0.001020241,0.000325549,-1.05E-05,-0.002797941,0.000329997,0.001330039,-0.005346439,0.000789099,-0.006600556,-0.00390444,0.003428355,-0.000709115,0.003838155,0.000580579,0.010990244,-0.002191907,0.007665023,0.001746598,-0.000564682,-0.00134126,-0.007668725,-0.001996202,-0.006004132,-0.00764793,0.002289756,0.003124614,0.001610426,-0.005313556,-0.009502214,-0.010707433
